"microarray"	"rnaseq"	"flag"
"Os03g0276900"	"Os03g0276900"	1
"Os03g0277000"	"Os03g0277000"	1
"Os03g0277100"	"Os03g0277100"	1
"Os03g0277300"	"Os03g0277300"	1
"Os03g0277500"	"Os03g0277500"	1
"Os03g0277600"	"Os03g0277600"	1
"Os03g0277700"	"Os03g0277700"	1
"Os03g0278000"	"Os03g0278000"	1
"Os03g0278200"	"Os03g0278200"	1
"Os03g0278300"	"Os03g0278300"	1
"Os03g0278400"	"Os03g0278400"	1
"Os03g0278500"	"Os03g0278500"	1
"Os03g0278700"	NA	3
"Os03g0278800"	"Os03g0278800"	1
"Os03g0278900"	"Os03g0278900"	1
"Os03g0279000"	"Os03g0279000"	1
"Os03g0279200"	"Os03g0279200"	1
"Os03g0279400"	"Os03g0279400"	1
"Os03g0279500"	NA	3
"Os03g0279600"	"Os03g0279600"	1
"Os03g0279700"	"Os03g0279700"	1
"Os03g0279900"	"Os03g0279900"	1
"Os03g0280000"	"Os03g0280000"	1
"Os03g0280400"	"Os03g0280400"	1
"Os03g0280700"	"Os03g0280750"	2
"Os03g0280800"	"Os03g0280800"	1
"Os03g0281000"	"Os03g0281000"	1
"Os03g0281100"	"Os03g0281100"	1
"Os03g0281300"	"Os03g0281300"	1
"Os03g0281500"	"Os03g0281500"	1
"Os03g0281600"	"Os03g0281600"	1
"Os03g0281800"	"Os03g0281800"	1
"Os03g0281900"	"Os03g0281900"	1
"Os03g0282300"	"Os03g0282232"	2
"Os03g0282800"	"Os03g0282800"	1
"Os03g0282900"	"Os03g0282900"	1
"Os03g0283000"	"Os03g0283000"	1
"Os03g0283100"	"Os03g0283100"	1
"Os03g0283200"	"Os03g0283200"	1
"Os03g0283300"	"Os03g0283300"	1
"Os03g0283400"	"Os03g0283400"	1
"Os03g0283500"	"Os03g0283500"	1
"Os03g0283600"	"Os03g0283600"	1
"Os03g0283800"	"Os03g0283800"	1
"Os03g0283900"	"Os03g0283900"	1
"Os03g0284000"	"Os03g0284000"	1
"Os03g0284100"	"Os03g0284100"	1
"Os03g0284200"	"Os03g0284200"	1
"Os03g0284400"	"Os03g0284400"	1
"Os03g0284500"	"Os03g0284500"	1
"Os03g0284600"	"Os03g0284600"	1
"Os03g0284700"	"Os03g0284700"	1
"Os03g0284800"	"Os03g0284800"	1
"Os03g0284900"	"Os03g0284900"	1
"Os03g0285000"	NA	3
"Os03g0285100"	"Os03g0285100"	1
"Os03g0285200"	"Os03g0285200"	1
"Os03g0285300"	"Os03g0285300"	1
"Os03g0285700"	"Os03g0285700"	1
"Os03g0285800"	"Os03g0285800"	1
"Os03g0285900"	"Os03g0285900"	1
"Os03g0286200"	"Os03g0286200"	1
"Os03g0286300"	"Os03g0286300"	1
"Os03g0286500"	"Os03g0286500"	1
"Os03g0286800"	"Os03g0286800"	1
"Os03g0286900"	"Os03g0286900"	1
"Os03g0287000"	"Os03g0286900"	2
"Os03g0287100"	"Os03g0287100"	1
"Os03g0287400"	"Os03g0287400"	1
"Os03g0287700"	"Os03g0287700"	1
"Os03g0287800"	NA	3
"Os03g0287900"	"Os03g0287900"	1
"Os03g0288000"	"Os03g0288000"	1
"Os03g0288200"	"Os06g0724600"	2
"Os03g0288300"	"Os03g0288300"	1
"Os03g0288400"	"Os03g0288400"	1
"Os03g0288500"	"Os03g0288500"	1
"Os03g0288600"	"Os03g0288600"	1
"Os03g0288700"	"Os03g0288700"	1
"Os03g0288800"	"Os03g0288800"	1
"Os03g0288900"	"Os03g0288900"	1
"Os03g0289100"	"Os03g0289100"	1
"Os03g0289200"	"Os03g0289200"	1
"Os03g0289300"	NA	3
"Os03g0289400"	NA	3
"Os03g0289800"	"Os03g0289800"	1
"Os03g0290300"	"Os03g0290300"	1
"Os03g0290500"	"Os03g0290500"	1
"Os03g0290900"	"Os03g0290900"	1
"Os03g0291200"	"Os03g0291200"	1
"Os03g0291500"	"Os03g0291200"	2
"Os03g0291700"	"Os03g0291700"	1
"Os03g0291800"	"Os03g0291800"	1
"Os03g0292100"	"Os03g0292100"	1
"Os03g0292200"	"Os03g0292200"	1
"Os03g0292600"	"Os03g0292700"	2
"Os03g0292700"	"Os03g0292700"	1
"Os03g0292800"	"Os03g0292800"	1
"Os03g0292900"	"Os03g0292900"	1
"Os03g0293000"	"Os03g0293000"	1
"Os03g0293100"	"Os03g0293100"	1
"Os03g0293400"	"Os03g0293400"	1
"Os03g0293500"	"Os03g0293500"	1
"Os03g0293600"	"Os03g0293600"	1
"Os03g0293900"	"Os03g0293900"	1
"Os03g0294100"	NA	3
"Os03g0294200"	"Os03g0294200"	1
"Os03g0294300"	NA	3
"Os03g0294500"	NA	3
"Os03g0294600"	"Os03g0294600"	1
"Os03g0294700"	"Os03g0294700"	1
"Os03g0294800"	"Os03g0294800"	1
"Os03g0294900"	"Os03g0294900"	1
"Os03g0295300"	"Os03g0295300"	1
"Os03g0295400"	"Os03g0295400"	1
"Os03g0295500"	"Os03g0295500"	1
"Os03g0295600"	"Os03g0295600"	1
"Os03g0295700"	"Os03g0295700"	1
"Os03g0295800"	"Os03g0295800"	1
"Os03g0296000"	NA	3
"Os03g0296300"	"Os03g0296300"	1
"Os03g0296400"	"Os03g0296400"	1
"Os03g0296500"	"Os03g0296500"	1
"Os03g0296600"	"Os03g0296600"	1
"Os03g0296700"	"Os03g0296700"	1
"Os03g0296800"	"Os03g0296800"	1
"Os03g0297000"	"Os03g0297000"	1
"Os03g0297100"	"Os03g0297100"	1
"Os03g0297300"	"Os03g0297300"	1
"Os03g0297400"	"Os03g0297400"	1
"Os03g0297600"	"Os03g0297600"	1
"Os03g0297700"	"Os03g0297700"	1
"Os03g0297800"	"Os03g0297800"	1
"Os03g0297900"	"Os03g0297900"	1
"Os03g0298100"	NA	3
"Os03g0298300"	"Os03g0298300"	1
"Os03g0298400"	"Os03g0298501"	2
"Os03g0298600"	"Os03g0298600"	1
"Os03g0298700"	"Os03g0298700"	1
"Os03g0298800"	"Os03g0298800"	1
"Os03g0298900"	"Os03g0298900"	1
"Os03g0299200"	"Os03g0299200"	1
"Os03g0299600"	"Os03g0299600"	1
"Os03g0299700"	"Os03g0299800"	2
"Os03g0299800"	"Os03g0299800"	1
"Os03g0299900"	"Os03g0299900"	1
"Os03g0300000"	"Os03g0300000"	1
"Os03g0300100"	"Os03g0300100"	1
"Os03g0300200"	"Os03g0300200"	1
"Os03g0300300"	"Os03g0300300"	1
"Os03g0300400"	"Os03g0300400"	1
"Os03g0300500"	"Os03g0300500"	1
"Os03g0300600"	"Os03g0300600"	1
"Os03g0300700"	"Os03g0300700"	1
"Os03g0300900"	"Os03g0300900"	1
"Os03g0301000"	NA	3
"Os03g0301200"	"Os03g0301200"	1
"Os03g0301400"	"Os03g0301400"	1
"Os03g0301600"	"Os03g0301600"	1
"Os03g0301700"	"Os03g0301700"	1
"Os03g0301800"	"Os03g0301800"	1
"Os03g0301900"	"Os03g0301950"	2
"Os03g0302000"	NA	3
"Os03g0302100"	"Os03g0302100"	1
"Os03g0302200"	"Os03g0302200"	1
"Os03g0302500"	"Os03g0302500"	1
"Os03g0302700"	"Os03g0302700"	1
"Os03g0302800"	"Os03g0302800"	1
"Os03g0302900"	"Os03g0302900"	1
"Os03g0303100"	"Os03g0303100"	1
"Os03g0304100"	"Os03g0304100"	1
"Os03g0304400"	"Os03g0304400"	1
"Os03g0304500"	"Os03g0304500"	1
"Os03g0304800"	"Os03g0304800"	1
"Os03g0305000"	"Os03g0305000"	1
"Os03g0305100"	"Os03g0305100"	1
"Os03g0305200"	"Os03g0305200"	1
"Os03g0305400"	"Os03g0305400"	1
"Os03g0305500"	NA	3
"Os03g0305600"	"Os03g0305600"	1
"Os03g0305700"	"Os03g0305700"	1
"Os03g0305800"	"Os03g0305800"	1
"Os03g0306100"	NA	3
"Os03g0306200"	"Os03g0306200"	1
"Os03g0306400"	NA	3
"Os03g0306700"	"Os03g0306700"	1
"Os03g0306800"	"Os03g0306800"	1
"Os03g0306900"	"Os03g0306900"	1
"Os03g0307000"	"Os02g0602700"	2
"Os03g0307100"	"Os03g0307100"	1
"Os03g0307200"	"Os03g0307200"	1
"Os03g0307300"	"Os03g0307300"	1
"Os03g0307400"	"Os03g0307400"	1
"Os03g0307500"	"Os03g0307500"	1
"Os03g0307700"	"Os03g0307700"	1
"Os03g0307800"	"Os03g0307800"	1
"Os03g0307900"	"Os03g0307900"	1
"Os03g0308000"	"Os03g0308000"	1
"Os03g0308100"	"Os03g0308100"	1
"Os03g0308200"	"Os03g0308200"	1
"Os03g0308500"	"Os03g0308500"	1
"Os03g0308600"	"Os03g0308600"	1
"Os03g0308700"	NA	3
"Os03g0308800"	"Os03g0308800"	1
"Os03g0308900"	"Os03g0308900"	1
"Os03g0309000"	"Os03g0309000"	1
"Os03g0309200"	"Os03g0309200"	1
"Os03g0309300"	"Os03g0309300"	1
"Os03g0309400"	"Os03g0309400"	1
"Os03g0309800"	"Os03g0309800"	1
"Os03g0310000"	"Os03g0310000"	1
"Os03g0310400"	"Os03g0310400"	1
"Os03g0310500"	"Os03g0310500"	1
"Os03g0310600"	"Os03g0310600"	1
"Os03g0310800"	"Os03g0310800"	1
"Os03g0310900"	"Os03g0310900"	1
"Os03g0311000"	"Os03g0311000"	1
"Os03g0311300"	"Os03g0311300"	1
"Os03g0311600"	"Os03g0311600"	1
"Os03g0312300"	"Os03g0312300"	1
"Os03g0312500"	"Os03g0312500"	1
"Os03g0312600"	"Os03g0312600"	1
"Os03g0313000"	"Os03g0313000"	1
"Os03g0313100"	"Os03g0313100"	1
"Os03g0313300"	NA	3
"Os03g0313600"	"Os03g0313600"	1
"Os03g0313800"	NA	3
"Os03g0314100"	"Os03g0314100"	1
"Os03g0314200"	"Os03g0314200"	1
"Os03g0314400"	"Os03g0314400"	1
"Os03g0314500"	"Os03g0314500"	1
"Os03g0314700"	"Os03g0314700"	1
"Os03g0314800"	"Os03g0314800"	1
"Os03g0315300"	NA	3
"Os03g0315400"	"Os03g0315400"	1
"Os03g0315800"	"Os03g0315800"	1
"Os03g0316200"	"Os03g0316200"	1
"Os03g0316400"	NA	3
"Os03g0316900"	"Os03g0316900"	1
"Os03g0317000"	"Os03g0317000"	1
"Os03g0317100"	"Os03g0317100"	1
"Os03g0317300"	"Os03g0317300"	1
"Os03g0318400"	"Os03g0318400"	1
"Os03g0318500"	"Os03g0318500"	1
"Os03g0318600"	"Os03g0318600"	1
"Os03g0319000"	"Os03g0319000"	1
"Os03g0319100"	"Os03g0319100"	1
"Os03g0319300"	"Os03g0319300"	1
"Os03g0319400"	"Os03g0319400"	1
"Os03g0320000"	"Os03g0320000"	1
"Os03g0320100"	"Os03g0320100"	1
"Os03g0320400"	"Os03g0320400"	1
"Os03g0320500"	"Os03g0320600"	2
"Os03g0320600"	"Os03g0320600"	1
"Os03g0320800"	"Os03g0320800"	1
"Os03g0320900"	"Os03g0320900"	1
"Os03g0321000"	"Os03g0321000"	1
"Os03g0321100"	"Os03g0321100"	1
"Os03g0321300"	"Os03g0321300"	1
"Os03g0321400"	"Os03g0321400"	1
"Os03g0321500"	"Os03g0321500"	1
"Os03g0321700"	"Os03g0321700"	1
"Os03g0321800"	"Os03g0321800"	1
"Os03g0321900"	"Os03g0321900"	1
"Os03g0322000"	"Os03g0322000"	1
"Os03g0322200"	"Os03g0322200"	1
"Os03g0322500"	"Os03g0322500"	1
"Os03g0322600"	"Os03g0322600"	1
"Os03g0322800"	"Os03g0322800"	1
"Os03g0322900"	"Os03g0322900"	1
"Os03g0323100"	"Os03g0323100"	1
"Os03g0323200"	"Os03g0323200"	1
"Os03g0323300"	"Os03g0323350"	2
"Os03g0323500"	"Os03g0323500"	1
"Os03g0323600"	"Os03g0323600"	1
"Os03g0323700"	NA	3
"Os03g0323800"	"Os03g0323800"	1
"Os03g0323900"	"Os03g0323900"	1
"Os03g0324200"	"Os03g0324300"	2
"Os03g0324300"	NA	3
"Os03g0324600"	"Os03g0324600"	1
"Os03g0324700"	"Os03g0324700"	1
"Os03g0324800"	"Os03g0324800"	1
"Os03g0324900"	"Os03g0324900"	1
"Os03g0325000"	"Os03g0325000"	1
"Os03g0325400"	"Os03g0325400"	1
"Os03g0325500"	"Os03g0325500"	1
"Os03g0325600"	"Os03g0325600"	1
"Os03g0325700"	NA	3
"Os03g0325900"	"Os03g0325900"	1
"Os03g0326000"	"Os03g0326000"	1
"Os03g0326100"	"Os03g0326100"	1
"Os03g0326200"	"Os03g0326200"	1
"Os03g0326300"	"Os03g0326300"	1
"Os03g0326500"	"Os03g0326500"	1
"Os03g0326600"	"Os03g0326600"	1
"Os03g0327100"	"Os03g0327100"	1
"Os03g0327600"	"Os03g0327600"	1
"Os03g0327700"	"Os03g0327700"	1
"Os03g0327800"	"Os03g0327800"	1
"Os03g0328000"	"Os03g0328000"	1
"Os03g0328100"	"Os03g0328100"	1
"Os03g0328200"	NA	3
"Os03g0328300"	NA	3
"Os03g0328400"	"Os03g0328400"	1
"Os03g0328900"	"Os03g0328900"	1
"Os03g0329200"	"Os03g0329200"	1
"Os03g0329500"	"Os03g0329500"	1
"Os03g0329700"	"Os03g0329700"	1
"Os03g0329900"	"Os03g0329900"	1
"Os03g0330000"	"Os03g0330000"	1
"Os03g0330200"	"Os03g0330200"	1
"Os03g0330300"	"Os03g0330300"	1
"Os03g0330800"	NA	3
"Os03g0331600"	"Os03g0331600"	1
"Os03g0331700"	"Os03g0331700"	1
"Os03g0331800"	"Os03g0331700"	2
"Os03g0331900"	"Os03g0331900"	1
"Os03g0332000"	NA	3
"Os03g0332100"	NA	3
"Os03g0332400"	"Os03g0332400"	1
"Os03g0332500"	NA	3
"Os03g0332600"	"Os03g0332600"	1
"Os03g0332700"	"Os03g0332700"	1
"Os03g0332900"	"Os03g0332900"	1
"Os03g0333000"	"Os03g0333000"	1
"Os03g0333100"	"Os03g0333100"	1
"Os03g0333200"	"Os03g0333200"	1
"Os03g0333300"	"Os03g0333300"	1
"Os03g0333400"	"Os03g0333400"	1
"Os03g0333700"	"Os03g0333700"	1
"Os03g0333800"	"Os03g0333800"	1
"Os03g0334000"	"Os03g0334000"	1
"Os03g0334100"	"Os03g0334100"	1
"Os03g0334200"	"Os03g0334200"	1
"Os03g0334500"	NA	3
"Os03g0334700"	"Os03g0334700"	1
"Os03g0334800"	"Os03g0334800"	1
"Os03g0335100"	"Os03g0335100"	1
"Os03g0335200"	"Os03g0335200"	1
"Os03g0335300"	"Os03g0335300"	1
"Os03g0335500"	"Os03g0335500"	1
"Os03g0335600"	"Os03g0335600"	1
"Os03g0336000"	"Os03g0336000"	1
"Os03g0336100"	"Os03g0336100"	1
"Os03g0336200"	"Os03g0336200"	1
"Os03g0336300"	"Os03g0336300"	1
"Os03g0336400"	"Os03g0336400"	1
"Os03g0336500"	"Os03g0336500"	1
"Os03g0336600"	"Os03g0336600"	1
"Os03g0336700"	"Os03g0336700"	1
"Os03g0336900"	"Os03g0336900"	1
"Os03g0337000"	"Os03g0337000"	1
"Os03g0337100"	"Os03g0337000"	2
"Os03g0337200"	"Os03g0337200"	1
"Os03g0337500"	"Os03g0337500"	1
"Os03g0337600"	"Os03g0337600"	1
"Os03g0337700"	"Os03g0337700"	1
"Os03g0337800"	"Os03g0337800"	1
"Os03g0337900"	"Os03g0337900"	1
"Os03g0338000"	"Os03g0338000"	1
"Os03g0338200"	"Os03g0338200"	1
"Os03g0338400"	"Os03g0338400"	1
"Os03g0338600"	"Os03g0338600"	1
"Os03g0338700"	"Os03g0338800"	2
"Os03g0338800"	"Os03g0338800"	1
"Os03g0339100"	"Os03g0339100"	1
"Os03g0339300"	"Os03g0339300"	1
"Os03g0339400"	"Os03g0339400"	1
"Os03g0339700"	"Os03g0339700"	1
"Os03g0339900"	"Os03g0339900"	1
"Os03g0340300"	"Os03g0340300"	1
"Os03g0340500"	"Os03g0340500"	1
"Os03g0340600"	NA	3
"Os03g0340700"	"Os03g0340700"	1
"Os03g0340900"	"Os03g0340900"	1
"Os03g0341000"	"Os03g0341000"	1
"Os03g0341100"	"Os03g0341100"	1
"Os03g0341200"	"Os03g0341200"	1
"Os03g0341300"	"Os03g0341300"	1
"Os03g0341600"	"Os03g0341600"	1
"Os03g0342000"	"Os01g0553901"	2
"Os03g0342100"	"Os03g0342100"	1
"Os03g0342400"	NA	3
"Os03g0342800"	NA	3
"Os03g0342900"	"Os03g0342900"	1
"Os03g0343300"	"Os03g0343300"	1
"Os03g0343400"	"Os03g0343400"	1
"Os03g0343500"	"Os03g0343500"	1
"Os03g0343700"	"Os03g0343700"	1
"Os03g0343800"	NA	3
"Os03g0343900"	"Os03g0343900"	1
"Os03g0344100"	"Os03g0344100"	1
"Os03g0344300"	"Os03g0344300"	1
"Os03g0344700"	"Os03g0344700"	1
"Os03g0344800"	NA	3
"Os03g0344900"	NA	3
"Os03g0345100"	"Os03g0345100"	1
"Os03g0345200"	"Os03g0345200"	1
"Os03g0345300"	"Os03g0345300"	1
"Os03g0345400"	"Os09g0363200"	2
"Os03g0345500"	NA	3
"Os03g0345700"	"Os03g0345700"	1
"Os03g0346200"	"Os03g0346150"	2
"Os03g0346500"	"Os03g0346500"	1
"Os03g0346700"	NA	3
"Os03g0346800"	NA	3
"Os03g0346900"	"Os03g0346900"	1
"Os03g0347100"	NA	3
"Os03g0347200"	"Os03g0347200"	1
"Os03g0347300"	"Os03g0347300"	1
"Os03g0347500"	"Os03g0347500"	1
"Os03g0347700"	"Os03g0347700"	1
"Os03g0347800"	"Os03g0347800"	1
"Os03g0347900"	"Os03g0347900"	1
"Os03g0348200"	"Os03g0348200"	1
"Os03g0348800"	"Os03g0348800"	1
"Os03g0348900"	"Os03g0348900"	1
"Os03g0349000"	"Os03g0349000"	1
"Os03g0349100"	NA	3
"Os03g0349200"	"Os03g0349200"	1
"Os03g0349600"	"Os03g0349600"	1
"Os03g0349700"	"Os03g0349600"	2
"Os03g0349800"	"Os06g0656201"	2
"Os03g0350100"	"Os03g0350100"	1
"Os03g0350300"	"Os03g0350300"	1
"Os03g0351100"	"Os03g0351100"	1
"Os03g0351200"	"Os03g0351200"	1
"Os03g0351300"	"Os03g0351300"	1
"Os03g0351400"	"Os03g0351400"	1
"Os03g0351500"	"Os03g0351500"	1
"Os03g0351700"	"Os03g0351700"	1
"Os03g0351800"	"Os03g0351800"	1
"Os03g0351900"	"Os02g0446100"	2
"Os03g0352200"	"Os03g0352200"	1
"Os03g0352300"	"Os03g0352300"	1
"Os03g0352400"	"Os03g0352400"	1
"Os03g0352500"	"Os03g0352500"	1
"Os03g0352800"	"Os03g0352800"	1
"Os03g0353000"	"Os03g0353000"	1
"Os03g0353300"	"Os03g0353300"	1
"Os03g0353400"	"Os03g0353400"	1
"Os03g0353500"	"Os03g0353500"	1
"Os03g0353600"	"Os03g0353701"	2
"Os03g0353900"	"Os03g0353900"	1
"Os03g0355000"	NA	3
"Os03g0355100"	"Os03g0355100"	1
"Os03g0355200"	"Os03g0355200"	1
"Os03g0355300"	"Os03g0355300"	1
"Os03g0355400"	"Os03g0355200"	2
"Os03g0355500"	NA	3
"Os03g0355600"	"Os03g0355600"	1
"Os03g0355700"	"Os03g0355700"	1
"Os03g0355800"	"Os03g0355800"	1
"Os03g0355900"	NA	3
"Os03g0356200"	"Os02g0446100"	2
"Os03g0356300"	"Os03g0356300"	1
"Os03g0356400"	"Os03g0356400"	1
"Os03g0356700"	"Os03g0356700"	1
"Os03g0356900"	"Os03g0356900"	1
"Os03g0357100"	"Os04g0629600"	2
"Os03g0357200"	"Os03g0357200"	1
"Os03g0357400"	"Os03g0357400"	1
"Os03g0357500"	"Os03g0357500"	1
"Os03g0357800"	NA	3
"Os03g0358000"	"Os03g0358000"	1
"Os03g0358100"	"Os03g0358100"	1
"Os03g0358200"	NA	3
"Os03g0358700"	"Os03g0358700"	1
"Os03g0358800"	"Os03g0358800"	1
"Os03g0359000"	"Os03g0359000"	1
"Os03g0359100"	"Os03g0359100"	1
"Os03g0359600"	"Os03g0359600"	1
"Os03g0359700"	"Os03g0359700"	1
"Os03g0360200"	"Os03g0360300"	2
"Os03g0360300"	"Os03g0360300"	1
"Os03g0360500"	"Os03g0360500"	1
"Os03g0360600"	"Os03g0360600"	1
"Os03g0360700"	"Os03g0360700"	1
"Os03g0361100"	"Os03g0361100"	1
"Os03g0361500"	"Os03g0361500"	1
"Os03g0362200"	"Os03g0362200"	1
"Os03g0362500"	NA	3
"Os03g0363100"	"Os03g0363100"	1
"Os03g0363200"	NA	3
"Os03g0363300"	NA	3
"Os03g0363400"	"Os03g0363400"	1
"Os03g0363500"	"Os03g0363500"	1
"Os03g0363600"	"Os03g0363600"	1
"Os03g0363700"	"Os03g0363700"	1
"Os03g0363800"	"Os03g0363800"	1
"Os03g0363900"	"Os03g0363900"	1
"Os03g0364000"	"Os03g0364000"	1
"Os03g0364400"	"Os03g0364400"	1
"Os03g0364500"	"Os03g0364500"	1
"Os03g0364700"	"Os03g0364700"	1
"Os03g0365000"	"Os03g0365200"	2
"Os03g0365200"	"Os03g0365200"	1
"Os03g0365800"	"Os03g0365800"	1
"Os03g0365900"	"Os03g0365900"	1
"Os03g0366000"	"Os03g0366000"	1
"Os03g0366100"	"Os03g0366100"	1
"Os03g0366200"	"Os03g0366200"	1
"Os03g0366700"	"Os03g0366700"	1
"Os03g0366800"	NA	3
"Os03g0366900"	"Os03g0366900"	1
"Os03g0367000"	"Os03g0367000"	1
"Os03g0367200"	"Os03g0367200"	1
"Os03g0367800"	"Os03g0367800"	1
"Os03g0367900"	"Os03g0367900"	1
"Os03g0368000"	"Os03g0368300"	2
"Os03g0368300"	"Os03g0368300"	1
"Os03g0368600"	"Os03g0368000"	2
"Os03g0368900"	"Os03g0368900"	1
"Os03g0369000"	"Os03g0369000"	1
"Os03g0369100"	"Os03g0369100"	1
"Os03g0369200"	NA	3
"Os03g0369400"	"Os03g0369600"	2
"Os03g0369700"	"Os03g0369700"	1
"Os03g0369800"	"Os03g0369800"	1
"Os03g0370000"	"Os03g0370000"	1
"Os03g0370200"	"Os03g0370200"	1
"Os03g0370400"	"Os03g0370400"	1
"Os03g0370500"	"Os03g0370500"	1
"Os03g0370600"	"Os03g0370600"	1
"Os03g0370800"	NA	3
"Os03g0370900"	"Os03g0370900"	1
"Os03g0371000"	"Os03g0371000"	1
"Os03g0371300"	"Os03g0371300"	1
"Os03g0371400"	"Os03g0371400"	1
"Os03g0372500"	"Os03g0372500"	1
"Os03g0372700"	"Os03g0372700"	1
"Os03g0372900"	"Os03g0372900"	1
"Os03g0373100"	"Os03g0373100"	1
"Os03g0373300"	"Os03g0373300"	1
"Os03g0373500"	"Os03g0373500"	1
"Os03g0374100"	"Os03g0374100"	1
"Os03g0374400"	"Os03g0374400"	1
"Os03g0374500"	NA	3
"Os03g0374600"	"Os03g0374600"	1
"Os03g0374900"	"Os03g0374800"	2
"Os03g0375100"	"Os03g0374900"	2
"Os03g0375300"	"Os03g0375300"	1
"Os03g0375900"	"Os03g0375900"	1
"Os03g0376000"	"Os03g0376000"	1
"Os03g0376100"	"Os03g0376100"	1
"Os03g0376600"	"Os03g0376600"	1
"Os03g0376800"	"Os03g0376800"	1
"Os03g0376900"	"Os03g0376900"	1
"Os03g0377100"	NA	3
"Os03g0377300"	"Os03g0377300"	1
"Os03g0377400"	NA	3
"Os03g0377500"	"Os03g0377500"	1
"Os03g0377600"	"Os03g0377600"	1
"Os03g0377700"	"Os03g0377700"	1
"Os03g0378000"	"Os03g0378000"	1
"Os03g0378200"	"Os03g0378200"	1
"Os03g0378500"	NA	3
"Os03g0379100"	"Os03g0379100"	1
"Os03g0379300"	"Os03g0379300"	1
"Os03g0379400"	"Os03g0379400"	1
"Os03g0379500"	"Os03g0379500"	1
"Os03g0380600"	"Os03g0380600"	1
"Os03g0381000"	"Os03g0381000"	1
"Os03g0381100"	NA	3
"Os03g0381200"	"Os03g0381200"	1
"Os03g0381300"	"Os03g0381300"	1
"Os03g0381500"	"Os03g0381500"	1
"Os03g0382100"	"Os03g0382100"	1
"Os03g0382300"	"Os07g0236300"	2
"Os03g0383100"	"Os03g0383100"	1
"Os03g0383200"	NA	3
"Os03g0383600"	"Os03g0383600"	1
"Os03g0383700"	"Os03g0383800"	2
"Os03g0383800"	"Os03g0383800"	1
"Os03g0383900"	"Os03g0383900"	1
"Os03g0384800"	NA	3
"Os03g0384900"	"Os03g0385301"	2
"Os03g0385100"	NA	3
"Os03g0385400"	"Os03g0385400"	1
"Os03g0385900"	"Os03g0385900"	1
"Os03g0386000"	"Os03g0386000"	1
"Os03g0386500"	"Os03g0386500"	1
"Os03g0386600"	"Os03g0386600"	1
"Os03g0386800"	"Os03g0386800"	1
"Os03g0387000"	"Os03g0387000"	1
"Os03g0387100"	"Os03g0387100"	1
"Os03g0387300"	"Os03g0387300"	1
"Os03g0387500"	"Os03g0387500"	1
"Os03g0387800"	"Os03g0387850"	2
"Os03g0387900"	"Os03g0387900"	1
"Os03g0388000"	"Os03g0388000"	1
"Os03g0388100"	"Os03g0388100"	1
"Os03g0388500"	"Os03g0388500"	1
"Os03g0388600"	"Os03g0388600"	1
"Os03g0388800"	"Os03g0388800"	1
"Os03g0388900"	"Os03g0388900"	1
"Os03g0389000"	"Os03g0389000"	1
"Os03g0389100"	"Os03g0389100"	1
"Os03g0389400"	"Os03g0389400"	1
"Os03g0389700"	"Os03g0389700"	1
"Os03g0389900"	"Os03g0389900"	1
"Os03g0390000"	"Os03g0390000"	1
"Os03g0390200"	"Os03g0390200"	1
"Os03g0390400"	"Os03g0390400"	1
"Os03g0390600"	"Os03g0390600"	1
"Os03g0390700"	"Os03g0390700"	1
"Os03g0390900"	"Os03g0390900"	1
"Os03g0391000"	NA	3
"Os03g0391300"	"Os03g0391300"	1
"Os03g0391400"	"Os03g0391400"	1
"Os03g0391700"	"Os03g0391700"	1
"Os03g0392300"	"Os03g0392300"	1
"Os03g0392400"	"Os03g0392400"	1
"Os03g0392600"	"Os03g0392600"	1
"Os03g0393700"	"Os03g0393700"	1
"Os03g0393900"	"Os03g0393900"	1
"Os03g0394800"	NA	3
"Os03g0394900"	"Os03g0394900"	1
"Os03g0395000"	"Os03g0395000"	1
"Os03g0395100"	"Os03g0395100"	1
"Os03g0395300"	"Os03g0395300"	1
"Os03g0395600"	"Os03g0395600"	1
"Os03g0395700"	"Os03g0395700"	1
"Os03g0395900"	"Os03g0395900"	1
"Os03g0396000"	"Os03g0396000"	1
"Os03g0396200"	"Os03g0396200"	1
"Os03g0396300"	"Os03g0396300"	1
"Os03g0396900"	"Os03g0396900"	1
"Os03g0397300"	"Os03g0397300"	1
"Os03g0397400"	"Os03g0397400"	1
"Os03g0397500"	"Os03g0397500"	1
"Os03g0397600"	NA	3
"Os03g0397700"	"Os03g0397700"	1
"Os03g0398000"	"Os11g0461132"	2
"Os03g0398400"	NA	3
"Os03g0398900"	"Os03g0398900"	1
"Os03g0399000"	"Os03g0399000"	1
"Os03g0399300"	NA	3
"Os03g0399400"	"Os03g0399400"	1
"Os03g0399500"	"Os03g0399532"	2
"Os03g0399600"	"Os03g0399600"	1
"Os03g0399700"	"Os03g0399600"	2
"Os03g0399800"	"Os03g0399800"	1
"Os03g0399900"	"Os03g0399900"	1
"Os03g0400000"	"Os05g0509101"	2
"Os03g0400200"	"Os03g0400200"	1
"Os03g0400600"	"Os03g0400600"	1
"Os03g0400700"	NA	3
"Os03g0400800"	NA	3
"Os03g0401100"	"Os03g0401100"	1
"Os03g0401200"	"Os03g0401200"	1
"Os03g0401300"	"Os03g0401300"	1
"Os03g0401900"	"Os03g0401900"	1
"Os03g0402000"	"Os03g0402000"	1
"Os03g0402800"	"Os03g0402800"	1
"Os03g0403100"	"Os03g0403100"	1
